,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
250,2,3,3,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,2,3,0,99,2,9,1101,121,4,999,999,2,38,TRUE
251,2,4,3,2,2,9,9,9,1,265,4,2,3,99,999,9,9,9,2,3,1,99,1,9,1101,121,1,999,999,4,50,TRUE
252,2,2,1,2,2,9,9,9,8,999,9,9,9,7,931,4,2,2,3,3,0,99,5,9,1101,121,5,999,999,4,71,TRUE
253,2,2,1,2,2,9,9,9,1,514,1,2,3,1,996,9,2,4,2,6,4,99,2,9,1101,121,4,999,999,2,41,TRUE
254,2,4,3,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,9,6,1,99,6,9,1101,121,3,999,999,4,53,FALSE
255,1,1,4,2,1,9,9,9,1,512,1,7,3,99,999,9,9,9,1,10,1,99,2,9,1101,121,13,999,999,2,25,FALSE
256,2,4,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,3,1,99,4,9,1101,121,2,999,999,2,25,FALSE
257,2,6,1,1,2,9,9,9,1,235,1,1,3,1,541,1,1,3,5,6,1,99,4,9,1101,121,10,999,999,4,57,TRUE
258,2,3,1,2,2,9,9,9,5,531,4,2,3,1,832,4,2,3,3,4,1,99,3,9,1000,121,10,999,999,4,48,TRUE
259,1,2,1,1,2,9,9,9,7,818,2,2,2,8,999,9,9,9,2,4,2,99,4,9,1101,121,13,999,999,2,83,TRUE
260,1,2,3,2,2,9,9,9,1,996,4,2,4,99,999,9,9,9,3,5,1,99,4,9,1000,121,9,999,999,4,53,TRUE
261,2,4,1,2,2,9,9,9,1,522,4,2,3,1,522,1,2,3,4,4,3,99,1,9,1101,121,2,999,999,4,48,TRUE
262,2,2,1,2,1,9,9,9,1,911,4,2,3,1,996,9,1,4,3,3,0,99,3,9,1101,121,2,999,999,4,46,TRUE
263,1,4,1,2,2,9,9,9,1,31,4,2,3,8,999,9,9,9,5,4,0,99,2,9,1101,121,1,999,999,4,66,TRUE
264,1,2,1,2,2,9,9,9,1,522,1,2,3,8,999,9,9,9,3,3,0,99,9,9,8300,121,2,999,999,4,54,TRUE
267,2,1,2,2,2,9,9,9,7,512,1,2,3,99,999,9,9,9,2,4,1,99,1,9,9998,121,2,999,999,4,62,TRUE
268,1,1,1,2,2,9,9,9,7,818,2,2,2,7,999,9,8,9,2,3,1,99,6,9,1101,121,7,999,999,4,83,TRUE
269,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,4,1,99,4,9,1101,121,1,999,999,4,26,TRUE
270,2,7,1,2,2,9,9,9,1,335,1,1,3,1,996,9,1,4,5,3,1,99,2,9,1101,121,11,999,999,2,39,TRUE
273,2,3,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,9,8,5,99,9,9,8300,121,2,999,999,2,26,TRUE
274,2,5,1,2,2,9,9,9,1,412,1,2,3,1,132,1,2,3,4,3,1,99,5,9,1101,121,7,999,999,4,37,TRUE
276,1,4,1,2,2,9,9,9,1,541,1,2,3,1,523,1,2,3,5,2,0,99,2,9,1101,121,3,999,999,4,28,FALSE
277,2,2,1,1,1,9,9,9,97,999,9,9,9,7,723,2,1,2,2,5,1,99,4,9,1101,121,13,999,999,2,74,TRUE
279,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,1,99,3,9,1101,121,4,999,999,4,25,FALSE
280,1,3,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,5,2,99,4,9,1000,121,2,999,999,4,24,FALSE
281,1,1,1,2,2,9,9,9,7,818,2,2,2,8,999,9,9,9,9,2,0,99,1,9,1101,121,2,999,999,4,68,TRUE
282,1,3,4,2,2,9,9,9,5,931,4,2,2,99,999,9,9,9,4,7,3,99,1,9,1000,121,1,999,999,4,33,FALSE
283,1,1,3,1,2,9,9,9,1,931,2,2,2,99,999,9,9,9,1,1,99,99,4,9,1000,121,4,999,999,2,61,TRUE
285,2,2,1,2,2,9,9,9,1,263,1,1,3,5,512,1,2,3,3,4,0,99,6,9,1101,121,7,999,999,4,67,TRUE
286,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,4,1,99,2,9,1101,121,7,999,999,4,30,TRUE
287,2,2,1,2,2,9,9,9,8,999,9,9,9,1,931,2,2,2,2,2,0,99,7,9,9997,121,7,999,999,4,58,TRUE
288,2,1,1,2,2,9,9,9,1,522,1,2,3,1,541,1,2,3,3,2,97,99,1,9,1101,121,2,999,999,4,56,TRUE
289,1,5,4,2,1,9,9,9,1,242,1,2,3,99,999,9,9,9,5,5,1,99,9,9,8300,121,3,999,999,4,60,TRUE
290,2,7,7,1,1,9,9,9,5,221,4,1,3,99,999,9,9,9,9,7,2,99,1,9,1101,121,4,999,999,2,63,TRUE
291,2,5,2,2,2,9,9,9,7,997,7,7,7,99,999,9,9,9,4,11,1,99,5,9,1101,121,8,999,999,4,67,TRUE
292,1,3,1,2,2,9,9,9,1,815,2,2,2,8,999,9,9,9,2,5,3,99,1,9,1101,121,1,999,999,4,38,FALSE
293,1,4,4,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,3,7,0,99,9,9,8300,121,10,999,999,4,24,FALSE
294,1,1,1,2,2,9,9,9,7,721,2,2,2,8,999,9,9,9,9,5,0,99,5,9,1101,121,2,999,999,4,76,TRUE
295,1,4,1,2,2,9,9,9,1,522,1,2,3,8,999,9,9,9,4,4,2,99,1,9,1101,121,2,999,999,4,46,TRUE
296,1,6,1,1,1,9,9,9,1,334,1,1,3,1,514,1,1,3,3,3,1,99,3,9,1101,121,5,999,999,4,60,TRUE
297,1,4,3,2,2,9,9,9,5,811,2,1,2,99,999,9,9,9,1,3,0,99,9,9,8300,121,2,999,999,4,51,TRUE
298,1,2,1,2,2,9,9,9,1,541,1,1,3,8,999,9,9,9,4,2,0,99,1,9,1101,121,2,999,999,2,66,TRUE
299,2,2,4,2,2,9,9,9,7,235,1,1,3,99,999,9,9,9,1,2,0,99,4,9,1101,121,7,999,999,4,77,TRUE
302,2,6,3,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,3,3,2,99,1,9,1101,121,1,999,999,4,41,TRUE
303,2,2,3,2,2,9,9,9,1,911,2,1,3,99,999,9,9,9,1,1,99,99,3,9,1101,121,2,999,999,2,57,FALSE
305,1,2,1,1,2,9,9,9,1,811,2,2,2,8,999,9,9,9,3,5,3,99,1,9,1101,121,4,999,999,2,31,TRUE
306,1,4,4,2,2,9,9,9,1,741,4,2,3,99,999,9,9,9,9,3,1,99,4,9,1101,121,7,999,999,4,42,TRUE
307,1,2,4,2,2,9,9,9,1,996,9,1,4,99,999,9,9,9,1,4,2,99,2,9,1101,121,2,999,999,4,48,TRUE
308,1,4,1,2,2,9,9,9,1,541,1,1,3,8,999,9,9,9,3,4,2,99,4,9,1101,121,7,999,999,4,37,TRUE
309,2,6,4,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,4,3,0,99,4,9,1101,121,9,999,999,4,38,TRUE
310,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,3,97,2,99,6,9,1101,121,2,999,999,4,27,TRUE
311,2,5,4,2,8,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,0,99,2,9,1101,121,4,999,999,4,24,FALSE
312,1,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,9,9,8300,121,4,999,999,4,25,FALSE
314,2,2,3,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,9,6,2,99,6,9,1000,121,2,999,999,4,46,TRUE
315,1,5,4,2,2,9,9,9,1,235,1,2,3,99,999,9,9,9,3,5,0,99,5,9,1000,121,7,999,999,4,37,TRUE
317,1,3,4,2,2,9,9,9,5,999,4,2,9,99,999,9,9,9,4,4,0,99,1,9,1101,121,2,999,999,4,28,TRUE
318,2,4,1,2,2,9,9,9,8,522,1,9,3,1,832,2,2,3,4,2,0,99,3,9,1101,121,1,999,999,4,72,TRUE
319,2,4,1,2,2,9,9,9,1,911,2,2,3,1,931,4,2,2,3,3,0,99,4,9,1101,121,12,999,999,4,58,FALSE
320,1,3,1,2,2,9,9,9,1,931,2,2,2,6,999,9,9,9,1,3,1,99,9,9,8300,121,6,999,999,4,27,FALSE
322,1,1,1,2,2,9,9,9,97,541,1,9,3,10,999,9,9,9,3,6,2,99,6,9,1000,121,14,999,999,4,66,TRUE
323,2,1,1,2,2,9,9,9,8,999,9,9,9,7,996,9,1,4,3,4,1,99,5,9,1000,121,5,999,999,4,69,TRUE
324,2,97,3,2,2,9,9,9,97,999,9,9,9,99,999,9,9,9,1,3,0,99,6,9,9600,121,7,999,999,4,69,TRUE
326,2,2,1,2,2,9,9,9,7,911,4,2,3,7,996,9,2,4,4,2,0,99,6,9,9600,121,2,999,999,4,71,TRUE
329,2,3,1,2,2,9,9,9,8,999,9,9,9,1,931,4,2,2,4,5,3,99,3,9,1000,121,14,999,999,4,36,FALSE
330,2,4,1,2,2,9,9,9,5,522,1,2,3,1,723,2,2,2,9,4,1,99,1,9,1101,121,2,999,999,4,37,FALSE
332,1,1,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,2,6,1,99,2,9,1101,121,2,999,999,4,51,TRUE
334,2,4,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,9,10,3,99,1,9,1101,121,6,999,999,4,35,TRUE
335,1,2,2,2,2,9,9,9,7,931,2,2,2,99,999,9,9,9,1,1,0,99,1,9,1101,121,2,999,999,4,75,TRUE
336,2,1,1,2,2,9,9,9,7,911,2,1,3,7,996,9,2,4,3,2,0,99,3,9,9600,121,3,999,999,4,78,TRUE
337,1,3,1,2,2,9,9,9,1,911,2,2,3,8,999,9,9,9,9,5,3,99,2,9,1101,121,2,999,999,4,50,TRUE
338,2,3,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,2,5,1,99,1,9,1101,121,12,999,999,4,28,FALSE
340,1,2,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,2,3,0,99,9,9,8300,121,2,999,999,4,54,TRUE
341,2,4,1,2,2,9,9,9,8,999,9,9,9,1,723,2,2,2,3,4,2,99,6,9,1000,121,2,999,999,4,41,TRUE
342,2,4,1,2,2,9,9,9,1,514,4,2,3,1,514,4,2,3,3,4,1,99,2,9,1101,121,2,999,999,4,52,TRUE
343,2,4,1,2,2,9,9,9,7,334,1,1,3,7,522,1,2,3,9,2,0,99,3,9,1101,121,1,999,999,4,78,TRUE
344,2,4,1,2,1,9,9,9,1,911,4,2,3,1,818,2,2,2,4,3,1,99,3,9,1101,121,2,999,999,4,30,TRUE
345,1,1,4,2,2,9,9,9,7,833,2,2,3,99,999,9,9,9,1,1,99,99,9,9,8300,121,2,999,999,4,74,TRUE
346,2,6,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,4,5,0,99,6,9,1101,121,3,999,999,4,29,TRUE
347,1,2,3,2,2,9,9,9,7,818,2,2,2,99,999,9,9,9,2,4,0,99,9,9,8300,121,2,999,999,4,82,TRUE
348,2,4,3,2,2,9,9,9,1,514,4,2,3,99,999,9,9,9,9,1,99,99,6,9,1101,121,2,999,999,4,67,TRUE
349,1,7,1,1,2,9,9,9,1,235,1,1,3,1,235,1,1,3,5,5,2,99,1,9,1101,121,5,999,999,4,51,TRUE
350,2,4,1,2,2,9,9,9,8,911,2,9,3,1,931,2,2,2,2,4,2,99,1,9,1101,121,2,999,999,2,31,TRUE
351,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,2,0,99,2,9,1101,121,7,999,999,4,54,TRUE
352,2,3,1,2,2,9,9,9,8,999,9,9,9,1,832,2,2,3,3,3,1,99,1,9,1101,121,2,999,999,4,40,TRUE
353,2,2,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,9,3,0,99,6,9,1000,121,1,999,999,4,48,TRUE
354,1,4,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,2,2,0,99,5,9,1101,121,8,999,999,4,41,TRUE
355,2,4,1,2,2,9,9,9,8,999,9,9,9,1,522,1,2,3,4,4,1,99,9,9,8300,121,1,999,999,4,33,TRUE
356,1,2,4,2,2,9,9,9,5,931,4,2,2,99,999,9,9,9,9,5,2,99,9,9,8300,121,2,999,999,4,32,FALSE
357,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,9,12,5,99,1,9,1101,121,1,999,999,4,24,FALSE
358,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,1,1,99,99,1,9,1101,121,4,999,999,2,51,TRUE
360,2,4,3,2,2,9,9,9,1,143,4,2,3,99,999,9,9,9,4,5,1,99,9,9,8300,121,1,999,999,4,57,FALSE
361,1,3,4,2,2,9,9,9,1,723,4,2,2,99,999,9,9,9,9,4,0,99,2,9,1101,121,7,999,999,4,26,FALSE
362,2,7,1,1,1,9,9,9,1,235,1,1,3,1,216,4,2,3,5,3,1,99,1,9,1101,121,1,999,999,4,64,TRUE
364,2,5,1,2,2,9,9,9,1,531,4,2,3,1,541,1,1,3,3,3,1,99,9,9,8300,121,2,999,999,2,30,FALSE
366,2,4,4,2,2,9,9,9,1,521,1,2,3,99,999,9,9,9,1,4,2,99,3,9,1101,121,1,999,999,4,51,FALSE
367,1,5,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,4,3,1,99,1,9,1101,121,2,999,999,4,43,TRUE
368,1,4,1,2,2,9,9,9,1,832,4,2,3,8,999,9,9,9,2,3,0,99,9,9,8300,121,2,999,999,4,47,TRUE
370,1,1,4,2,2,9,9,9,7,921,2,2,1,99,999,9,9,9,1,1,99,99,1,9,1101,121,2,999,999,2,79,FALSE
372,2,4,1,2,2,9,9,9,8,522,1,9,3,1,723,2,2,2,3,4,2,99,1,9,1101,121,4,999,999,2,44,TRUE
373,1,2,1,2,2,9,9,9,5,832,2,2,3,8,999,9,9,9,4,5,3,99,2,9,1101,121,8,999,999,4,47,TRUE
374,2,7,4,2,2,9,9,9,1,235,1,2,3,99,999,9,9,9,9,4,2,99,5,9,1101,121,3,999,999,4,66,TRUE
375,2,4,1,2,2,9,9,9,8,999,9,9,9,8,999,9,9,9,5,4,2,99,5,9,1000,121,1,999,999,4,31,TRUE
376,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,2,6,3,99,5,9,1101,121,7,999,999,4,26,FALSE
377,2,3,4,2,2,9,9,9,5,999,4,2,9,99,999,9,9,9,9,3,0,99,1,9,1101,121,1,999,999,4,30,TRUE
378,2,4,3,2,2,9,9,9,1,412,1,2,3,99,999,9,9,9,4,3,0,99,1,9,1101,121,9,999,999,4,76,FALSE
380,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,3,9,1101,121,1,999,999,4,24,FALSE
381,1,4,3,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,9,1,99,99,3,9,9600,121,12,999,999,4,61,TRUE
382,2,3,1,2,1,9,9,9,10,999,9,9,9,7,541,1,1,3,5,6,2,99,1,9,1101,121,12,999,999,4,61,FALSE
383,1,3,3,1,2,9,9,9,1,996,9,2,4,99,999,9,9,9,5,3,0,99,9,9,8300,121,10,999,999,4,54,TRUE
386,1,2,1,2,2,9,9,9,1,931,2,2,2,8,999,9,9,9,2,2,0,99,1,9,1101,121,14,999,999,4,56,TRUE
387,2,2,4,1,2,9,9,9,1,911,2,2,3,99,999,9,9,9,2,2,0,99,6,9,1101,121,10,999,999,4,82,TRUE
388,1,2,4,2,2,9,9,9,1,996,9,2,4,99,999,9,9,9,9,5,2,99,1,9,1000,121,2,999,999,4,25,FALSE
390,1,4,3,2,2,9,9,9,1,818,2,2,2,99,999,9,9,9,9,2,0,99,9,9,8300,121,1,999,999,4,54,TRUE
391,2,6,4,2,2,9,9,9,5,235,1,1,3,99,999,9,9,9,1,6,1,99,2,9,1101,121,9,999,999,4,43,TRUE
392,2,3,3,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,4,5,4,99,3,9,1101,121,2,999,999,4,52,TRUE
394,2,3,1,2,2,9,9,9,1,334,1,1,3,1,931,2,1,2,4,7,1,99,2,9,1101,121,2,999,999,2,51,TRUE
395,2,3,4,1,1,9,9,9,1,531,1,2,3,99,999,9,9,9,5,5,2,99,2,9,1101,121,2,999,999,4,33,TRUE
396,2,4,1,2,2,9,9,9,1,911,2,2,3,1,832,2,2,3,9,1,0,99,5,9,1101,121,1,999,999,4,58,TRUE
397,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,3,7,2,99,2,9,1101,121,2,999,999,4,31,TRUE
398,2,4,1,2,2,9,9,9,1,334,1,2,3,1,931,2,2,2,9,4,1,99,1,9,1101,121,1,999,999,4,41,TRUE
399,1,1,1,2,2,9,9,9,10,999,9,9,9,6,999,9,9,9,1,5,3,99,9,9,8300,121,6,999,999,4,36,FALSE
401,2,2,1,2,2,9,9,9,8,999,9,9,9,1,713,2,2,2,1,4,2,99,1,9,1101,121,2,999,999,2,46,TRUE
402,1,3,1,2,2,9,9,9,6,998,8,9,8,6,999,9,9,9,2,6,1,99,5,9,1101,121,14,999,999,4,24,FALSE
403,2,6,1,1,2,9,9,9,1,996,9,2,4,1,996,9,2,4,3,2,0,99,1,9,1101,121,9,999,999,4,31,TRUE
404,2,2,2,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,3,1,99,99,3,9,1101,121,2,999,999,4,68,FALSE
405,2,2,1,2,1,9,9,9,1,911,4,2,3,1,312,1,1,3,2,10,2,99,1,9,1101,121,2,999,999,2,48,TRUE
406,1,2,1,2,2,9,9,9,7,931,2,2,2,7,911,4,2,3,2,2,98,99,6,9,1101,121,2,999,999,4,67,TRUE
407,2,3,2,2,2,9,9,9,1,522,4,2,9,99,999,9,9,9,4,4,1,99,4,9,1101,121,9,999,999,4,51,TRUE
408,1,4,3,2,2,9,9,9,5,321,1,2,3,99,999,9,9,9,1,1,99,99,4,9,1101,121,6,999,999,4,68,TRUE
409,1,2,1,2,2,9,9,9,1,931,4,2,2,1,911,4,2,3,9,7,0,99,2,9,1101,121,2,999,999,4,52,TRUE
410,1,3,3,2,2,9,9,9,1,723,4,2,2,99,999,9,9,9,3,3,0,99,1,9,1101,121,2,999,999,2,77,TRUE
411,2,4,4,1,2,9,9,9,1,541,1,2,3,99,999,9,9,9,3,2,0,99,1,9,1101,121,2,999,999,4,49,TRUE
412,2,3,1,2,2,9,9,9,8,999,9,9,9,1,753,2,2,2,9,4,1,99,1,9,1101,121,2,999,999,4,49,TRUE
413,2,2,1,2,2,9,9,9,7,815,2,2,2,7,818,2,2,2,2,2,0,99,1,9,1101,121,2,999,999,4,66,TRUE
414,1,2,4,2,2,9,9,9,1,912,2,1,3,99,999,9,9,9,2,2,0,99,1,9,1101,121,2,999,999,4,33,TRUE
415,2,6,1,2,2,9,9,9,8,999,9,9,9,1,931,2,2,2,9,3,0,99,2,9,1101,121,2,999,999,4,60,TRUE
416,2,3,2,2,2,9,9,9,7,334,4,2,3,99,999,9,9,9,1,1,99,99,6,9,1000,121,2,999,999,4,75,TRUE
417,2,3,1,2,1,9,9,9,1,911,4,2,3,1,996,9,1,4,1,4,2,99,6,9,1000,121,2,999,999,4,34,TRUE
418,1,2,1,1,2,9,9,9,1,996,9,1,4,1,235,1,1,3,4,4,2,99,1,9,1101,121,10,999,999,4,45,TRUE
419,2,2,1,2,1,9,9,9,10,999,9,9,9,1,522,1,2,3,3,5,2,99,6,9,1000,121,3,999,999,4,56,TRUE
420,1,3,1,1,1,9,9,9,1,818,2,2,2,8,999,9,9,9,5,5,3,99,2,9,1101,121,2,999,999,4,31,TRUE
423,2,3,1,2,2,9,9,9,1,911,2,2,3,97,999,9,9,9,1,4,3,99,9,9,8300,121,12,999,999,4,44,TRUE
425,1,2,4,2,2,9,9,9,1,713,4,2,2,99,999,9,9,9,2,4,1,99,6,9,1101,121,7,999,999,4,55,TRUE
426,1,4,1,2,2,9,9,9,1,334,1,2,3,8,999,9,9,9,3,3,1,99,2,9,1101,121,1,999,999,4,44,TRUE
427,1,5,1,2,2,9,9,9,1,832,4,2,3,8,999,9,9,9,3,4,1,99,2,9,1101,121,13,999,999,2,44,TRUE
429,1,2,1,2,2,9,9,9,7,818,2,2,2,8,999,9,9,9,1,2,0,99,1,9,1000,121,8,999,999,4,82,TRUE
430,2,4,1,2,2,9,9,9,1,731,4,2,2,1,265,4,2,3,9,2,0,99,3,9,1101,121,2,999,999,4,31,TRUE
431,1,2,1,2,2,9,9,9,7,999,9,7,9,7,999,9,7,9,1,2,0,99,2,9,1101,121,14,999,999,4,71,TRUE
432,2,3,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,5,11,5,99,1,9,1101,121,2,999,999,4,38,TRUE
433,2,2,1,2,2,9,9,9,7,911,2,2,3,7,313,1,2,3,5,2,0,99,6,9,1000,121,10,999,999,4,82,TRUE
434,1,1,4,2,2,9,9,9,7,996,4,2,4,99,999,9,9,9,3,3,1,99,1,9,9997,121,9,999,999,4,75,FALSE
436,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,0,99,3,9,1101,121,6,999,999,4,26,FALSE
437,2,4,1,2,2,9,9,9,1,751,4,2,2,1,833,2,1,3,3,6,4,99,6,9,1000,121,4,999,999,2,54,TRUE
438,2,4,1,2,2,9,9,9,8,999,9,9,9,7,997,7,7,7,4,1,99,99,3,9,1101,121,8,999,999,4,67,FALSE
440,1,4,1,2,2,9,9,9,1,312,4,2,3,1,522,4,2,3,4,4,2,99,4,9,1101,121,2,999,999,4,44,TRUE
441,2,6,4,2,2,9,9,9,1,235,1,1,3,99,999,9,9,9,4,2,0,99,6,9,1101,121,12,999,999,4,40,TRUE
442,1,3,4,2,2,9,9,9,1,933,4,2,9,99,999,9,9,9,9,4,0,99,9,9,8300,121,2,999,999,4,34,TRUE
443,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,3,0,99,1,9,9600,121,6,999,999,4,32,TRUE
444,2,4,4,2,2,9,9,9,6,522,1,9,3,99,999,9,9,9,1,4,2,99,2,9,1101,121,2,999,999,4,25,FALSE
445,2,3,1,2,2,9,9,9,8,522,1,9,3,1,512,1,2,3,2,3,1,99,6,9,1000,121,4,999,999,2,28,TRUE
446,2,3,1,2,2,9,9,9,1,911,4,2,3,1,752,2,2,2,2,4,2,99,3,9,1101,121,2,999,999,4,45,FALSE
447,2,5,4,2,1,9,9,9,8,999,9,9,9,99,999,9,9,9,4,2,97,99,1,9,1101,121,2,999,999,4,26,FALSE
449,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,8,4,99,1,9,1101,121,2,999,999,4,30,TRUE
450,2,4,1,2,2,9,9,9,7,334,1,1,3,7,818,2,2,2,9,2,0,99,1,9,1101,121,2,999,999,4,82,TRUE
451,2,5,1,2,2,9,9,9,8,753,2,9,2,1,832,2,2,3,4,8,2,99,4,9,1101,121,14,999,999,4,55,TRUE
452,1,1,1,2,2,9,9,9,7,999,9,7,9,8,999,9,9,9,2,2,0,99,2,9,1101,121,7,999,999,4,66,TRUE
454,2,4,1,2,2,9,9,9,1,334,1,2,3,1,522,1,2,3,9,4,1,99,1,9,1101,121,2,999,999,4,47,TRUE
455,1,3,1,2,2,9,9,9,1,351,4,2,3,1,996,9,2,4,9,5,1,99,1,9,1101,121,2,999,999,4,51,TRUE
457,2,5,1,2,2,9,9,9,1,514,4,2,3,1,522,4,2,3,9,5,3,99,1,9,1101,121,1,999,999,4,40,TRUE
460,2,5,4,2,8,9,9,9,1,513,1,2,3,99,999,9,9,9,4,5,0,99,2,9,1101,121,2,999,999,4,27,TRUE
462,1,4,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,1,5,3,99,1,9,1101,121,4,999,999,2,43,TRUE
463,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,9,6,0,99,1,9,1101,121,2,999,999,4,29,TRUE
464,2,3,1,2,2,9,9,9,8,999,9,9,9,1,631,9,2,1,1,4,2,99,4,9,1101,121,2,999,999,2,37,TRUE
466,2,3,1,2,2,9,9,9,8,999,9,9,9,1,996,9,1,4,1,5,2,99,6,9,1101,121,8,999,999,4,60,TRUE
467,1,4,4,2,2,9,9,9,5,999,9,7,9,99,999,9,9,9,4,2,0,99,2,9,1101,121,2,999,999,4,24,FALSE
468,1,2,1,2,2,9,9,9,1,832,4,2,3,1,334,1,2,3,9,4,0,99,2,9,1101,121,2,999,999,4,46,TRUE
469,1,1,4,2,2,9,9,9,5,541,1,2,3,99,999,9,9,9,1,5,2,99,9,9,8300,121,13,999,999,2,47,TRUE
470,1,3,1,2,2,9,9,9,10,752,2,9,2,7,911,2,2,3,3,4,2,99,5,9,1000,121,3,999,999,4,34,FALSE
471,1,2,1,2,2,9,9,9,7,713,4,2,2,7,911,2,2,3,1,2,0,99,6,9,1000,121,2,999,999,4,65,TRUE
472,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,4,9,1000,121,10,999,999,4,26,FALSE
473,1,2,1,2,2,9,9,9,1,962,4,2,3,8,999,9,9,9,3,4,1,99,1,9,1101,121,2,999,999,4,50,TRUE
474,2,2,1,2,2,9,9,9,1,522,1,2,3,1,522,1,2,3,3,3,0,99,4,9,1101,121,2,999,999,4,57,TRUE
475,1,1,1,2,2,9,9,9,7,751,2,2,2,8,999,9,9,9,2,4,0,99,3,9,1101,121,2,999,999,4,81,FALSE
476,1,5,1,2,2,9,9,9,7,133,1,2,3,7,999,9,8,9,3,2,0,99,1,9,1101,121,1,999,999,4,72,TRUE
477,2,4,1,2,2,9,9,9,8,999,9,9,9,1,921,2,2,1,1,4,0,99,1,9,1101,121,2,999,999,2,57,TRUE
480,2,2,1,2,2,9,9,9,97,999,9,9,9,7,541,1,1,3,3,6,3,99,3,9,1101,121,13,999,999,2,53,TRUE
481,1,4,1,2,2,9,9,9,1,522,4,2,3,1,522,1,2,3,9,3,1,99,3,9,1101,121,2,999,999,4,33,TRUE
483,2,4,4,2,2,9,9,9,5,818,2,2,2,99,999,9,9,9,3,1,99,99,1,9,1101,121,8,999,999,4,50,FALSE
485,1,1,2,2,2,9,9,9,7,962,2,2,3,99,999,9,9,9,3,1,99,99,1,9,1101,121,10,999,999,4,89,FALSE
487,2,2,1,2,2,9,9,9,1,753,4,2,2,1,931,4,2,2,3,4,0,99,2,9,1101,121,2,999,999,4,62,TRUE
488,2,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,7,0,99,1,9,1101,121,1,999,999,4,24,FALSE
489,1,4,1,2,2,9,9,9,1,132,1,2,3,8,999,9,9,9,3,3,1,99,5,9,1101,121,5,999,999,4,55,TRUE
490,2,2,1,1,2,9,9,9,1,512,4,2,3,1,996,9,1,4,3,7,0,99,2,9,1101,121,6,999,999,4,54,TRUE
491,2,2,1,2,2,9,9,9,10,999,9,9,9,1,723,2,1,2,2,10,3,99,5,9,1000,121,2,999,999,4,59,TRUE
492,1,3,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,9,6,3,99,1,9,1101,121,12,999,999,4,24,FALSE
494,2,3,1,2,2,9,9,9,8,999,9,9,9,1,818,2,2,2,3,8,6,99,2,9,1101,121,2,999,999,4,46,TRUE
495,1,4,1,2,1,9,9,9,1,931,4,2,2,1,226,1,1,3,4,7,2,99,3,9,1000,121,14,999,999,4,34,TRUE
496,2,4,1,2,2,9,9,9,8,999,9,9,9,1,933,2,2,9,4,4,2,99,3,9,1101,121,2,999,999,2,30,TRUE
